gene_id	gene_name	SRR1576457	SRR1576458	SRR1576459	SRR1576460	SRR1576461	SRR1576462	SRR1576463	SRR1576464	SRR1576465	SRR1576514	SRR1576515	SRR1576516
FBgn0039252	CG11771	1355	1048	1373	1382	1525	1487	1537	1249	1260	1888	1409	1199
FBgn0039254	Nmnat	568	460	668	472	586	597	680	553	556	644	488	535
FBgn0039257	tnc	1213	681	920	1461	1228	1545	1284	819	880	1444	1238	1358
FBgn0039258	beta4GalT7	198	190	275	208	246	230	237	270	218	262	236	235
FBgn0039259	EMC6	229	173	283	225	275	298	273	370	348	411	357	197
FBgn0039260	Smg6	1991	1478	2068	1878	1914	2107	2113	1826	2001	2378	1988	1848
FBgn0039261	Ythdf	1050	749	1052	1082	934.001	995	1187	908	936.999	970	854	832
FBgn0039264	CG11786	17	17	20	20	10	17	16	21	9	18	23	24
FBgn0039265	CG11790	537.999	353.999	565.001	600	604	598.001	565.999	568.999	564	827	616	539.001
FBgn0039266	CG11791	3636.001	3063	3630	4036	3386	3711	4023	3322	3132	4125	3512.999	3608.001
FBgn0039269	veli	430	277	470	381	402	424	438	470	496	368	290	249
FBgn0039270	PQBP1	232	178	233	303	190	223	268	218	255	199	200	195
FBgn0039271	CG11839	99	84	126	79	103	109	114	114	101	130	90	101
FBgn0039272	CG11836	55	52	64	70	63	84	65	47	48	96	63	55
FBgn0039273	shams	104	89	125	84	110	98	120	126	126	149	76	87
FBgn0039274	CG11920	141	103	144	165	170	161	163	149	145	188	145	133
FBgn0039277	Nepl16	349	293	320	380	247	369	473	458	410	381	264	249
FBgn0039280	Mocs2B	0	227	0	0	0	0	357	280	264	0	0	266
FBgn0039282	Bili	262.999	231	311.001	286	209	284	318.972	306	271.874	191	163.879	187
FBgn0039283	danr	98	77	84	62	32	52	95	68	59	37	30	33
FBgn0039286	dan	36	19	38	48	28	39	52	33	43	26	16	29
FBgn0039288	CG13653	0	0	0	1	0	1	0	0	0	0	1	0
FBgn0039290	CG13654	315	192	250	317	244	329	327	247	249	321	261	204
FBgn0039291	Saysd1	147	121	150	125	151	176	160	170	158	191	127	132
FBgn0039293	Alg9	268	183	226	246	190	289	286	290	261	287	273	194
FBgn0039294	Cad96Cb	17	14	21	17	19	5	10	16	7	17	12	11
FBgn0039296	Sil1	149	110	181	126	120	143	187	166	158	183	98	72
FBgn0039297	Jhbp7	213	117	140	240	149	200	232	185	170	285	208	139
FBgn0039298	to	384	310	420	598	920	821	516	519	439	790	623	524
FBgn0039299	CG11854	20	18	27	45	104	82	29	37	35	145	139	102
FBgn0039300	RpS27	7098	5819	8254	6510	7135	8428	7304	7762	7870	9708	8462	5817
FBgn0039301	Nup37	78	61	101	66	69	72	76	78	88	62	82	55
FBgn0039302	Nup358	2797	2137	2904	3172	2658	3259	2977	2570	2632	3284	2732	2794
FBgn0039303	CG11857	2366	1797	2662	2603	2404	2662	2781	2418	2489	2882	2393	2088
FBgn0039304	Kdsr	446.089	355.843	416.864	293.865	385.782	437.19	402.808	408.797	399.046	509.306	408.669	267.086
FBgn0039305	CG11858	440	408	538	478	482	447	415	328	380	502	366	392
FBgn0039306	RIOK2	315.954	240.16	390.559	282.601	332.746	310.243	334.81	340.979	360.224	335.953	279.286	268.05
FBgn0039307	CR13656	187	139	152	129	176	180	302	375	359	392	277	216
FBgn0039308	CG11889	533.401	654.587	738.356	670.076	855.354	773.019	823.688	658.61	628.991	606.615	912.865	472.422
FBgn0039309	CG11891	1383.599	946.413	1263.643	1373.924	1006.645	1943.982	1550.313	1094.389	1264.009	2282.385	1526.135	1362.578
FBgn0039310	CG11878	3015	2272	2584	2806	3153	3216	3058	2066	2238	3497	2769	2698
FBgn0039311	CG10513	3089	2651	3934	2721	2774	3535	3451	3398	3325	3727	2985	2367
FBgn0039312	CG10514	2941	2297	3417	2755	2629	2637	3220	3143	3405	2998	2624	2590
FBgn0039313	CG11892	4223	3491	5410	2978	3075	2637	4618	5055	4731	3329	2749	2195
FBgn0039315	CG13658	99	43	77	122	110	104	105	106	93	154	121	92
FBgn0039316	CG11893	477	224	370	534	423	605	480	353	335	911	646	445
FBgn0039319	CG13659	184	111	166	176	156	172	237	182	182	301	242	159
FBgn0039321	CG10550	1725	1036	1571	1814	1781	1693.001	1660	1275	1466	2064	1613	1236.999
FBgn0039323	CG10559	208	119	158	274	203	247	217	164	174	272	266	209
FBgn0039324	CG10553	1533	1096	1721	2101	2062	2575	1329	1286	1434	2438	2090	1731
FBgn0039325	CG10560	2114	1772	2406	3575	3161	4159	2066	1911	1857	3434	2749	2921
FBgn0039326	CG10562	748	441	634	795	796	1013	706	567	527	1011	794	517
FBgn0039328	CHKov2	602	458	700	619	645	700	717	710	682	798	712	635
FBgn0039329	CG10669	201	143	213	156	169	172	227	211	207	199	152	168
FBgn0039331	ND-49L	946	940	1353	1055	1328	1342	1069	1398	1276	1806	1436	1405
FBgn0039332	alrm	290	144	286	214	241	325	421	287	292	302	192	119
FBgn0039335	Vps33B	203	184	250	236	230	295	251	267	252	353	277	223
FBgn0039336	CG4553	76	69	110	121	116	102	102	87	92	110	75	94
FBgn0039337	MED28	346	306	397	338	290	320	360	330	313	307	272	281
FBgn0039338	XNP	1511.999	1121	1565.001	1780	1586.999	1942.999	1666.999	1447.999	1462.001	1935.999	1466	1449
FBgn0039339	CG5116	855.78	314.541	825.954	255.005	548.559	361.723	901.791	433.092	380.243	872.464	310.157	284.56
FBgn0039341	CG5112	1442.922	1094.678	1752.163	1460.883	1425.955	1490.206	1305.154	1412.836	1304.539	1963.383	1352.039	1321.822
FBgn0039342	CG5107	5254	3717	4587	4478	5283	5684	4899	3740	3404	4822	3672	3165
FBgn0039343	CG5111	972	998	1251	976	1090	1074	942	1122	1101	1301	958	1063
FBgn0039344	CG4582	0	2	1	2	1	2	1	5	2	2	2	2
FBgn0039346	CG5079	33	30	26	24	25	34	36	35	17	24	11	20
FBgn0039347	CG5071	1709	1506.001	2109	1675.999	1896	2022	1513	1599	1587.001	1933.999	1596	1808
FBgn0039348	Npl4	15605	7508	11985	23403	21653	20921	17382	9340	11199	23456	18609	18464
FBgn0039349	Ssadh	1346.001	934	1124.999	1309	1325	1479.001	1315	1100	972	1373	1187.999	867
FBgn0039350	jigr1	540	451	552.999	477.999	461	456	601	543	551	474	361.999	420.999
FBgn0039354	Lgr3	10.217	9.06	13.163	10.004	14.434	13.045	10.02	16.268	13.051	12.206	15.101	10.006
FBgn0039355	CG4730	82	83	106	98	124	109	84	105	109	159	128	89
FBgn0039356	CG5039	101.964	75.286	110.039	114.312	95.223	77.706	82.612	75.671	89.652	69.119	77.116	80.508
FBgn0039357	CG4743	143.036	112.714	132.961	59.688	74.777	132.294	105.388	133.329	149.348	120.881	109.884	61.492
FBgn0039358	Idh3g	13795	6519	9891	12721.997	13733.001	13151	16755.994	8901.961	10357.769	16143	12720	12088.001
FBgn0039359	RpL27	11745.999	9206	12023	10209.003	10622	12222	11504.006	11543.039	11246.231	14997.001	11500	8159.001
FBgn0039360	CLS	1575.001	1360	2039	1616	1551.999	1761	1573	1541	1511.999	1802	1411	1608.999
FBgn0039366	CG17198	689.434	764.372	819.184	967	579.945	690.892	1097	721.936	1198	764.333	1116	1033
FBgn0039367	CG17197	498.566	550.628	523.816	0	379.055	555.108	0	594.064	0	578.667	0	0
FBgn0039368	CG17196	186	198	288	251.999	294	303.999	257	344	364.001	488	319.001	289
FBgn0039369	CG17195	555	574	742	539	615	699	552	731	625	855	649	561
FBgn0039370	CG4956	156	142	203	133	211	212	133	238	156	289	208	158
FBgn0039371	CG4960	273	387	426	263	296	322	290	348	351	450	313	238
FBgn0039373	CG5024	1656	1497	2216	1239	1632	1649	1492	1555	1629	1872	1613	1360
FBgn0039374	CG17770	774.858	716.111	835.928	726.075	670.544	708.708	671.635	861.775	902.546	1033.118	686.076	444.029
FBgn0039376	CG14354	446	390	581	392	487	493	428	428	462	494	415	394
FBgn0039378	alpha4GT2	202	194	275	203	193	207	175	218	226	230	188	156
FBgn0039379	CG5886	2809	2428	3499	2891	3299	3239	2672	2649	2809	3859	3023	3184
FBgn0039380	CG5890	205	109	196	150	133	179	280	218	237	137	119	100
FBgn0039381	SppL	555.999	415	604.999	546	545	599	627	584	547	654.999	476	503
FBgn0039385	CG5913	306	283	408	361	409	332	330	331	311	366	256	254
FBgn0039386	Sodq	13	15	21	24	13	18	17	35	28	13	20	14
FBgn0039387	Mco3	20	16	23	27	38	28	29	17	32	32	36	22
FBgn0039395	CG14546	1368	1399	1733	1155	1272	1432	1336	1569	1447	1582	1351	1437
FBgn0039396	CCAP-R	38	25	33	34	34	31	49	40	30	40	28	20
FBgn0039398	CG14540	6916	6526	9025	7165	7638	8622	6699	7478	7238	8535	7092	7870
FBgn0039402	Vps2	687	483	699	789	857	656	706	640	610	657	511	602
FBgn0039403	Sld5	95	92	115	100	124	153	107	102	115	157	123	143
FBgn0039404	CG14543	150	153	241	137	192	159	162	137	187	177	182	145
FBgn0039405	PIG-P	0	0	237	180	220	225	217	0	236	0	214	0
FBgn0039406	RpL34a	2011	1476	2328.001	2616.001	2324	2376	2279	2963.999	2250	2604	1923	1678
FBgn0039407	Trmt61	25	19	28	16	19	23	24	36	33	30	21	22
FBgn0039408	CG14551	76	84	64	57	64	69	44	47	44	70	43	45
FBgn0039411	dysf	124	86	80	135	126	116	137	100	107	166	127	151
FBgn0039413	CG14556	593	621	808	532	653	674	495	592	653	735	623	616
FBgn0039415	CG6142	31	33	47	23	20	22	39	33	43	35	15	17
FBgn0039417	CG6073	94	80	120	86	136	107	101	121.947	132	115	100	112
FBgn0039419	CG12290	1295	921	1246	1440	1289	1417	1497	1631	1432	1834	1413	1149
FBgn0039420	CG6154	232	203	299	142	146	204	252	292	249	132	112	103
FBgn0039421	Nil	613	557	866	695	795	920	683	901	919	1198	1026	743
FBgn0039424	ppk15	3	4	5	4	1	1	5	4	3	2	2	1
FBgn0039425	Ald2	3360	2998	4320	3471	3622	3927	3096	3663	3802	4353	3886	3933
FBgn0039427	CG5447	374	297	450	428	388	486	466	446	465	525	477	398
FBgn0039428	CG14237	0	0	0	1	0	0	0	0	1	0	0	0
FBgn0039429	CG14238	8	3	11	2	3	1	6	8	5	4	1	5
FBgn0039430	CG5455	2327	1700	2406	2989	2722	2908	2915	2316	2479	3169	2657	2192
FBgn0039431	plum	382.001	263	357	389	295	363.999	408	334	380	308	291	341
FBgn0039434	TwdlM	14	16	26	11	17	10	2	7	3	4.302	1	4
FBgn0039435	TwdlP	39	59	39	43	65	56	63	55	75	89	89	66
FBgn0039436	TwdlB	6	2.241	12.03	9.406	10.651	8.617	19.478	15.316	10.705	8.69	9.076	11.202
FBgn0039437	TwdlL	14	19.759	13.954	15.594	8.349	24.383	37.745	31.684	41.047	29.99	30.922	29.798
FBgn0039438	TwdlO	3	3	16	4	1	7	12	7	6	0	9	6
FBgn0039439	TwdlK	0	2	42	0	1	0	20	11	9	5	2	2
FBgn0039440	TwdlJ	0	0	40	0	0	0	12	8	18	1	5	4
FBgn0039441	TwdlN	1	2	9.016	0	2	0	7.777	0	15.248	1.018	3.001	3
FBgn0039443	TwdlS	11	2	14	4	2	5	5	18	13	9	3	4
FBgn0039444	TwdlD	55	57	43	16	29	51	120	151	116	88	123	112
FBgn0039448	TwdlQ	0	0	2	1	0	0	0	0	0	1	1	0
FBgn0039449	CG6425	537	597	657	490	526	532	591	599	621	627	543	615
FBgn0039451	CG6420	2472	2026	2538	2576	2228	2408	2360	1986	2005	2253	1930	2072
FBgn0039452	CG14245	11154	11243	12414	12222	8848	15238	7012	6125	7300	5930	10195	9719
FBgn0039453	CG6403	9	14	15	44	28	53	40	19	29	75	66	50
FBgn0039454	CG14247	6	5	10	9	9	6	5	6	10	15	11	15
FBgn0039459	IntS12	74	61	76	66	72	90	75	59	79	52	49	75
FBgn0039461	CG5500	1152	697	1155	1067	1152	1089	1463	1182	1322	1434	1352	1001
FBgn0039462	CG14252	219	225	303	218	266	262	260	308	267	307	258	240
FBgn0039463	Spag1	794	851	1047	1241	1370	1518	872	987	996	1641	1336	1431
FBgn0039464	CG6330	1857	1453	1806	1963	1622	1934	1900	1380	1389	1734	1392	1343
FBgn0039465	Tsp97E	1101	890.001	1055	1058	904	1131	1365.001	1392	1240	1101	899	854
FBgn0039466	CG5521	1200	773	1226	1235	1019	1251	1238	987	938	1224	911	920
FBgn0039467	CG14253	258.892	185.374	371	324	252.866	339	317.348	293.68	309.083	486	429.999	257.438
FBgn0039469	TwdlC	4	1	8	1	3	2	3	2	2	4	3	3
FBgn0039470	CG6296	488	408	350	382	380	359	314	146	169	196	143	176
FBgn0039471	CG6295	8775	3434	3228	7710	6339	8628	7621	1986	2196	7988	8445	5137
FBgn0039472	CG17192	432	185	272	263	240	413	612	237	266	555	467	269
FBgn0039473	CG17191	1	0	1	1	1	1	1	0	0	2	0	0
FBgn0039474	CG6283	2451	2098	2083	2138	1986	2808	2817	1792	1882	4221	4386	2882
FBgn0039475	CG6277	1879.265	1275.148	1347.963	1554.088	1748.568	2050.215	1731.764	795.382	874.883	2279.771	2123.703	1556.902
FBgn0039476	CG6271	88.735	70.852	114.037	90.912	196.432	76.785	64.236	46.618	33.117	108.229	43.297	45.098
FBgn0039478	Nep5	305.999	293.999	367	464	474.001	560	362	342.999	339	675	528	550.001
FBgn0039479	CG14257	37	30	40	46	26	28	36	44	36	44	23	20
FBgn0039480	Cpr97Ea	107	90	87	32	34	35	143	108	99	26	39	36
FBgn0039481	Cpr97Eb	873	649	797	436	287	379	942	662	786	422	298	353
FBgn0039482	CG14258	6	3	12	6	2	7	7	27	20	12	17	5
FBgn0039483	CG14259	522	298	503	536	490	525	617	582	563	584	463	339
FBgn0039485	Jhbp11	290	187	250	252	226	267	352	308	274	356	224	173
FBgn0039486	CAH9	502	278	351	573	434	591	595	338	421	637	440	348
FBgn0039487	gb	555.198	470.906	639.478	534.94	583.575	608.08	660.666	625.8	584.565	703.644	541.456	529.469
FBgn0039488	CG6066	134	97	150	133	140	140	135	153	136	160	112	100
FBgn0039489	CG5880	110	93	93	88	86	96	137	89	109	83	85	85
FBgn0039490	CG5882	2	2	7	2	3	2	4	2	5	4	6	3
FBgn0039491	CG6059	1463	1123	1928	1625	1823	1529	1245	1435	1400	1764	1326	1585
FBgn0039492	CG6051	3960	2924	3903	3913	3594	3903	3242	2581	2702	3876	3357	3968.001
FBgn0039494	grass	568	386	497	796	662	779	760	581	507	875	686	532
FBgn0039495	CG5909	264	138	176	307	296	307	333	248	234	311	289	209
FBgn0039498	CG17991	1123	1037	1554	1361	1400	1509	1161	1397	1352	1827	1391	1287
FBgn0039500	CG5984	40	23	40	24	23	22	33	42	39	35	15	16
FBgn0039501	TTLL6B	4636	4369	6162	4764	4955	5481	4314	4385	4766	6392	5103	5172
FBgn0039503	CG14262	668	615	898	662	631	782	620	721	732	806	765	763
FBgn0039504	CG14260	172	155.967	268	168	206	191	141	230	205	249	196	129
FBgn0039505	CG5934	228	189	240	212	274	286	270	297	273	319	287	228
FBgn0039507	mrt	1563.997	1162	1492	1519	1389	1463	1371	979	1043	1381	1141	1514
FBgn0039508	CG3368	323	284	438	380	338	382	345	321	327	379	245	244
FBgn0039509	bigmax	612	390	563	637	543	513	598	455	507	511	392	465
FBgn0039510	CG3339	93.79	81.318	119.177	135.183	134.238	113.461	87.755	82.64	83.174	120.917	85.439	106.126
FBgn0039511	CG3330	10251	9574	13029	11471	9639	11590	10608	12196	10761	11903	9985	11460
FBgn0039518	CG13978	3792	3234	4632	3753	3835	4627	3574	4523	4350	5211	4628	3884
FBgn0039519	Cyp6a18	1670	1457	1940	1647	1512	1679	1892	2047	1927	2008	1670	1654
FBgn0039520	Gr98a	7	10	12	21	23	26	12	16	16	22	12	19
FBgn0039521	CG5402	1735	1629	2497	1934	2000	2289	1790	2068	1804	2141	2054	1773
FBgn0039522	CG13972	2	0	0	1	0	1	0	0	0	1	1	0
FBgn0039523	CG12885	42	26	30	37	29	21	54	50	30	33	21	32
FBgn0039525	CG5646	249	138	224	268	326	264	268	256	231	423	299	251
FBgn0039527	CG5639	616	413	674	535	541	583	712	576	590	716	534	473
FBgn0039528	dsd	1805	1362	1787	1825	1714	1852	1924	1864	1700	2044	1554	1636
FBgn0039529	CG5612	1970	1711	2292	1914	1978	2303	2152	2327	2069	2391	1930	1662
FBgn0039530	Tusp	370.82	252.622	438.195	448.895	353.961	424.851	400.681	430.266	403.564	429.587	317.846	286.542
FBgn0039531	CG5611	168.18	126.378	147.804	98.106	137.039	124.15	216.318	158.734	185.436	177.413	168.153	84.458
FBgn0039532	Mtl	2247.001	2034	2705	2031	2057	2184	2202	2372	2161.999	2202	1959	2155
FBgn0039536	unc80	1365.999	903.001	1278	1225	902	1118	1457.999	1427.999	1190.001	787	512.999	542
FBgn0039537	Hsdl2	1478	973	1483	1441	1355	1756	1539	1349	1283	1685	1473	1101
FBgn0039538	CG12883	123	82	137	103	103	117	114	106	121	117	106	87
FBgn0039543	CROT	607.999	366	644	680.001	598	596.999	554	505	507	752	588	468
FBgn0039544	CG12877	540	401	584	695	692	701	510	443	471	721	592	590
FBgn0039551	Or98a	1	0	0	1	1	0	1	3	1	5	1	3
FBgn0039552	CG12426	56	49	77	86	62	73	56	119	96	74	93	66
FBgn0039554	CG5003	478	341	479	464	469	508	517	428	454	606	480	432
FBgn0039555	mRpS22	507	352	528	590	594	557	509	494	483	616	438	409
FBgn0039557	CG12259	270	180	250	292	255	257	259	219	223	250	240	240
FBgn0039558	BCAS2	150	107	162	126	140	135	151	174	154	160	128	121
FBgn0039559	NSD	1003	824	1203	961	939	1112	966	992	911	1046	850	942.98
FBgn0039560	BOD1	3540	3039.999	3971	3160.999	2851.999	3256	3217	2993	3047	3246	2647.001	3100
FBgn0039561	mfrn	4629	3743	4639	5142	4407	4903	4629	3732	3724	5034	4437	4452
FBgn0039562	Gp93	6528	5051	7920	7385	6070	7327	6601	6268	5920	7772	6474	6412
FBgn0039563	CG4951	297	259	337	253	302	303	344	252	269	272	287	309
FBgn0039564	Nep7	159	90	128	188	186	182	172	136	154	249	159	133
FBgn0039565	CG4884	45.472	42.79	63.811	249	96.958	70.351	273	70.342	97.662	93.323	48.874	225
FBgn0039566	CG4849	266.563	173.657	249.671	214.015	237.246	262.806	261.723	261.623	258.254	290.339	216.107	167.893
FBgn0039568	CG4815	154	140	243	195	191	229	112	128	134	170	128	166
FBgn0039576	UQCR-14L	558	582	813	455	597	681	647	786	856	870	720	561
FBgn0039577	CG12516	407	397	550	425	389	486	440	561	537	620	477	433
FBgn0039580	Gfat2	1505.549	1096.337	1649.419	1158.594	1206.092	1300.632	1338.746	1156.72	1203.007	1362	1063.066	956.541
FBgn0039581	Moca-cyp	1681.818	1304.988	1729.39	1573.125	1468.773	1500.825	1467.151	1445.811	1371.995	1528.344	1258.732	1358.541
FBgn0039582	Or98b	0	0	2	1	0	0	1	2	2	2	0	1
FBgn0039584	beat-VI	253	228	281	230	207	264	347	364	306	197	160	136
FBgn0039585	CG1894	90	68	108	76	73	95	114	145	120	190	165	111
FBgn0039588	mIF2	117	89	151	122	100	135	134	131	114	162	106	106
FBgn0039589	CG9986	214.102	164.047	210.135	170.343	191.102	197.905	234.225	226.787	206.611	271.546	189.681	174.487
FBgn0039590	CG10011	1124.898	866.953	1120.865	1194.657	965.898	1279.095	1359.775	1078.213	1128.389	1139.454	931.319	1087.513
FBgn0039591	CG9988	66	36	57	48	38	49	50	23	46	63	54	38
FBgn0039592	CG14062	0	2	2	4	1	3	5	2	7	1	3	1
FBgn0039593	Sid	81	46	90	30	62	46	158	91	131	119	80	48
FBgn0039594	snu	2445.999	1668.999	2561.001	3014.999	2616	2804	3115.999	2637	2526	3261	2477	2259
FBgn0039595	AstA-R2	191	190	226	248	221	207	262	218	206	252	225	218
FBgn0039596	CG10000	41	47	48	31	42	52	53	40	44	88	56	44
FBgn0039597	CG9997	1296	1127	1934	1092	1231	1311	1317	1719	1644	1689	1375	1186
FBgn0039598	aqrs	3007	2792	4252	2863	2823	3156	2550	3259	3047	3192	2807	2417
FBgn0039599	intr	453	385	619	585	533	608	447	633	575	629	528	507
FBgn0039600	Prp39	1418	1115	1464.001	1548.001	1405.001	1621.999	1418.001	1407	1344	1499	1238.001	1343.001
FBgn0039601	CG1523	463	344	459	489	457	526	518	428	467	593	491	456
FBgn0039602	CG1647	341	237	335	359	379	383	331	298	274	333	308	366
FBgn0039609	Nepl17	98	80	124	139	149	156	126	131	117	144	109	85
FBgn0039611	Nepl18	372	212	287	936	712	895	356	245	314	938	688	489
FBgn0039612	Nepl19	220	97	143	199	160	185	188	157	154	238	152	88
FBgn0039613	Nepl20	26.335	21.281	31.831	72.522	38.32	40.586	67.285	33.985	36.165	147.352	67.563	82.857
FBgn0039616	CG11828	478	426	747	424	500	484	414	674	570	605	439	346
FBgn0039617	DIP-gamma	186	130	148	166	121	145	201	207	176	112	90	97
FBgn0039620	wat	2376	1568	2182	2592	2301	2270	2866	1988	1966	2777	2011	1779
FBgn0039621	CG14518	5	7	7	3	6	9	13	11	8	3	3	6
FBgn0039622	eIF4E6	41	48.001	44	44	58	59	48	74	59	63	54	59.001
FBgn0039623	CG1951	799	706	943	827	725	901	901	759	748	859	725	838
FBgn0039625	beta4GalNAcTB	137.285	113.981	159.88	67.166	114.871	108.424	191.645	181.875	166.33	133.764	77.927	81.413
FBgn0039626	Slu7	417	312	458	416	363	397	396	338	395	359	313	399
FBgn0039627	CG11837	48	45	60	55	60	54	71	64	69	69	64	38
FBgn0039628	CG11841	1117	569	977	970	951	973	1346	971	1064	865	817	736
FBgn0039629	CG11842	688	462	603	601	613	696	770	573	610	679	536	486
FBgn0039630	CG11843	27.911	16.256	17	21.081	20.336	12.846	22.079	15.842	28.948	24.143	13.781	10
FBgn0039631	Sirt7	267	253	303	253	265	273	310	273	258	263	192	257
FBgn0039633	Bicra	2811	2256	2700	2981	2227	2750.001	2819	2184	2171	2296	1784	2425
FBgn0039634	alpha-Man-Ib	897	705	961	790	737	812	1026	1039	989	889	742	703
FBgn0039635	Pdhb	15864	10495	14924	11228	11923	12013	17336	11582	13619	13380	11600	10535
FBgn0039636	Atg14	927	680	935	927	882	905	877	690	821	980	822	812
FBgn0039637	Ctl2	1860	1286	1970	2138	2115	2257	2095	1857	1873	2687	2149.999	1906
FBgn0039638	dgt6	77	82	122	94	99	119	102	118	127	121	127	90
FBgn0039639	Alg13	45	24	39	59	42	54	48	67	52	64	38	44
FBgn0039640	superdeath	230.999	122	162	236	194	206	255	189	172	310	206	167.999
FBgn0039641	CG14511	70	52	62	48	55	43	46	74	96	89	60	37
FBgn0039642	CG11882	151	126	195	128	141	140	196	270	219	174	143	104
FBgn0039644	rdog	1244	938	1214	1114	982	1135	1335	1154	1197	1235	945	893
FBgn0039645	CG11898	221.002	140	216	172.001	178.001	240.001	160.145	124.045	123.019	181.003	115	122.434
FBgn0039647	jus	2219.998	1800	2095.999	2228.999	1923.999	2206.998	2898.854	2891.956	2316.982	1914.997	1470	1483.566
FBgn0039648	CG14515	5	3	10	10	10	9	10	12	7	17	18	29
FBgn0039650	Mesh1	27	30	65	26	30	21	41	48	35	33	20	25
FBgn0039651	Cyt-c1L	666	612	907	614	739	736	720	837	778	1008	761	627
FBgn0039654	Brd8	390	339	400	395	379	320	340	342	377	353	291	340
FBgn0039655	CG14507	217	209	287	191	199	232	238	261	268	200	182	186
FBgn0039656	CG11951	185	92	129	304	196	238	173	159	131	281	192	140
FBgn0039659	CG14506	180	174	229	231	188	220	211	207	184	227	213	219
FBgn0039663	CG2321	110.932	106.07	152	104.104	116	120.931	120.449	180.333	107.35	139.184	133.361	110
FBgn0039664	CG2006	201.05	149.003	213.867	202.324	217.14	247.007	173.283	181.782	194.027	237.013	219.008	150.002
FBgn0039665	CG2310	251	172	232	206	270	296	236	209	217	264	229	244
FBgn0039666	Diedel	5	5	3	5	2	2	5	2	4	4	8	5
FBgn0039667	FipoQ	2149	1681	2257	1768	1983.001	2022	3232	2340	2502	2597	2106	2126
FBgn0039668	Trc8	6432	5303	7123	6620	6005	6519	6307	5856	6025	6851.999	5546	5791
FBgn0039669	ND-20L	183	204	265	148	177	202	196	258	240	280	172	134
FBgn0039670	CG7567	266	103	153	284	175	249	299	77	96	266	189	393
FBgn0039671	CG11470	2	0	4	0	0	1	3	1	0	0	3	2
FBgn0039673	CG7568	20.397	31.89	33.955	28.978	17.353	29.178	28.426	20.625	30.726	34.517	25.368	18.301
FBgn0039674	CG1907	2212	1570	2229	1670	1926	1983	2181	1948	1918	2482	2099	1263
FBgn0039675	ppk21	3	4	13	5	13	10	4	10	6	17	14	11
FBgn0039676	ppk20	4	7	7	6	8	5	8	7	5	8	6	5
FBgn0039677	ppk30	8	13	11	16	9	24	11	3	10	14	8	9
FBgn0039678	Obp99a	2063	1722	2104	2122	1382	2653	2010	2434	2899	1820	2035	2082
FBgn0039679	ppk19	26.106	22.029	24.529	21.125	10.212	29.097	4.005	8.038	7.035	21.262	11	20.488
FBgn0039680	Cap-D2	67	51	72	84	62	88	74	70	73	81	73	39
FBgn0039681	CG7582	361	278	347	310	266	333	427	317	350	253	177	233
FBgn0039682	Obp99c	25652	17173	22002	21930	18411	22500	23879	16561	18519	22511	20280	17048
FBgn0039683	dmrt99B	32	27	29	47	31	44	31	42	19	32	28	49
FBgn0039684	Obp99d	29	37	40	28	28	22	20	49	38	51	34	11
FBgn0039685	Obp99b	3049	1475	3178	5222	4077	4295	1971	1632	1500	2542	2139	2032
FBgn0039686	CG15506	249	201	240	173	144	206	225	173	170	177	156	181
FBgn0039687	Naa40	93	72	132	80	104	120	99	105	147	140	126	92
FBgn0039688	Kul	1643.001	1087.001	1379	1737.001	1308.999	1709	1989	1468	1408	1378.999	1111	1316
FBgn0039689	CIA30	631	465	758	564	662	538	707	684	715	835	528	483
FBgn0039690	Gnpnat	450	265	370	411	381	423	434.001	479	386	531	332.999	233
FBgn0039691	IntS11	395.956	266.242	436.033	444.184	406.696	439.514	461.789	390.886	383.016	410.956	343.094	299.653
FBgn0039694	fig	1186	1057	1496	830	984	883	1090	1233	1256	1184	910	756
FBgn0039696	Rnb	318	256	374	328	277	355.995	342	275	298	356	244	265
FBgn0039697	Etfb	4940	3148	4715	5277	5274	5800	4767	3681	3797	5359	5136	4289
FBgn0039698	CG7789	374	301	388	364	392	412	368	351	353	353	309	257
FBgn0039702	Vps16B	126	115	151	157	167	164	155	120	122	178	159	131
FBgn0039703	CG7829	149	227	192	215	188	188	239	379	312	173	109	202
FBgn0039704	neo	72	103	143	63	71	103	36	62	55	71	46	68
FBgn0039705	Atg16	1218.001	1129.001	1637.001	1194	1247	1302	1330	1538	1395	1513	1252.999	1236.001
FBgn0039707	Prtl99C	873.94	785.969	1077.632	850.843	971.247	986.164	843.713	1095.133	1050.688	1116.397	784.433	703.349
FBgn0039709	Cad99C	535	352	450	464	385	393	567	436	462	446	332	333
FBgn0039710	dgt1	598	542	713	648	609	710	692	617	614.999	619	524	532.001
FBgn0039711	CG7824	138	120	179	153	176	190	165	127	162	192	139	164
FBgn0039712	CG15514	403	323	432	413	461	471	438	315	414	414	326	443
FBgn0039713	RpS8	20660.773	13276.804	23391.892	17161.832	20749.888	20927.476	18514.286	17540.809	19197.424	24618.727	18344.848	13936.863
FBgn0039714	Zip99C	3671.228	2943.195	4208.107	4108.167	3949.111	4104.524	3877.715	3719.19	3713.577	4509.273	3584.151	3958.135
FBgn0039718	CG15517	19	17	6	4	8	6	8	14	7	4	5	11
FBgn0039719	CG15515	355	296	441	166	179	245	458	334	412	290	279	225
FBgn0039722	Capa	111	84	139	118	120	110	128	166	160	104	85	76
